patch_slug,patch_name,source_url,source_kind,item_index,item_type,section_h2,section_h3,section_h4,text
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,164,li,,LEGENDS,,Cooldown reduced to 17s (was 30s)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,165,li,,LEGENDS,,No longer destroyed by Crypto’s EMP or Maggie’s Wrecking Ball
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,166,li,,LEGENDS,,Upgrades: Level 2 Fresh Start: removed Shots Shots Shots: removed NEW Big Bruddah: increase Ult Radius by 20% NEW Fast Shotties: move faster with shotguns and auto-reload shotguns on knocks
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,167,li,,LEGENDS,,Fresh Start: removed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,168,li,,LEGENDS,,Shots Shots Shots: removed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,169,li,,LEGENDS,,NEW Big Bruddah: increase Ult Radius by 20%
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,170,li,,LEGENDS,,NEW Fast Shotties: move faster with shotguns and auto-reload shotguns on knocks
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,171,li,,LEGENDS,,Upgrades - Baby Bubble: now reduces cooldown to 12s (was 25s)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,172,p,,LEGENDS,,Shockwave: Level 2
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,173,li,,LEGENDS,,Fresh Start: Revives allies to 50HP.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,174,li,,LEGENDS,,Shots Shots Shots: Auto-Reload Shotguns on knocks.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,175,p,,LEGENDS,,From the Rift: Level 2
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,176,li,,LEGENDS,,Big Bruddah: Increase Ult Radius by 20%.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,177,li,,LEGENDS,,Fast Shotties: Move faster with Shotguns and Auto-Reload on knocks
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,178,p,,LEGENDS,,"Dev Note: Much of Gibraltar’s strength can come from the versatility of his dome. In From the Rift, we’re removing the hard counters and allowing Gibraltar to play off his dome more frequently and utilize the new class perks more. With the new Revive Expert perk coming online, we’ve shifted his early game upgrades to offensive choices to play off the new dome frequency or lean into the power of his Ult."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,179,p,,LEGENDS,,Horizon
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,180,li,,LEGENDS,,"Upgrades Battery Collection: removed NEW Battpack: in addition to the extra battery per stack, this upgrade now also shows battery counts in Death Boxes"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,181,li,,LEGENDS,,Battery Collection: removed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,182,li,,LEGENDS,,"NEW Battpack: in addition to the extra battery per stack, this upgrade now also shows battery counts in Death Boxes"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,183,p,,LEGENDS,,Shockwave: Level 2
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,184,li,,LEGENDS,,Battery Collection: Shield Battery count shown above Death Boxes.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,185,p,,LEGENDS,,From the Rift: Level 2
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,186,li,,LEGENDS,,Battpack: +1 Battery per stack. See Battery Count in Death Boxes.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,187,li,,LEGENDS,,+1 Battery per stack.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,188,li,,LEGENDS,,See Battery Count in Death Boxes.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,189,p,,LEGENDS,,Mirage
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,190,li,,LEGENDS,,Life of the Party: health bars no longer show during Ultimate to give away the real Mirage
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,191,li,,LEGENDS,,"Upgrades: Level 2 Miracle Worker: removed NEW Battpack: in addition to the extra battery per stack, this upgrade now also shows battery counts in Death Boxes"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,192,li,,LEGENDS,,Miracle Worker: removed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,193,li,,LEGENDS,,"NEW Battpack: in addition to the extra battery per stack, this upgrade now also shows battery counts in Death Boxes"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,194,p,,LEGENDS,,Shockwave: Level 2
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,195,li,,LEGENDS,,Miracle Worker: Revive allies with 75HP regen.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,196,li,,LEGENDS,,Battpack: +1 Battery per stack See Battery Count in Death Boxes.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,197,li,,LEGENDS,,+1 Battery per stack
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,198,li,,LEGENDS,,See Battery Count in Death Boxes.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,199,p,,LEGENDS,,"Dev Note: The new Support Class Revive Expert perk made Miracle Worker obsolete, so we’ve replaced it with another minor support-focused choice…for now."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,200,p,,LEGENDS,,Newcastle
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,201,li,,LEGENDS,,Mobile Shield No longer takes damage Can now be repositioned even when Newcastle is downed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,202,li,,LEGENDS,,No longer takes damage
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,203,li,,LEGENDS,,Can now be repositioned even when Newcastle is downed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,204,li,,LEGENDS,,"Retrieve the Wounded: revive Shield HP/Tier increased by +50% White 300 (was 200), Blue 450 (was 300), Purple/Gold 750 (was 500)"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,205,li,,LEGENDS,,"White 300 (was 200), Blue 450 (was 300), Purple/Gold 750 (was 500)"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,206,li,,LEGENDS,,Upgrades: Level 2 Thick Shield: removed NEW Hero's Hustle: greatly increases move speed when reviving
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,207,li,,LEGENDS,,Thick Shield: removed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,208,li,,LEGENDS,,NEW Hero's Hustle: greatly increases move speed when reviving
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,209,li,,LEGENDS,,Upgrades: Level 3 Stronghold: Castle Wall HP improvement increased to 500 (was 250) NEW Ultimate Savior: Castle Wall grants shield regen to allies in impact radius Regen effect lasts for 15s and damage will pause regen for 2s Won't begin regeneration until revived if downed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,210,li,,LEGENDS,,Stronghold: Castle Wall HP improvement increased to 500 (was 250)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,211,li,,LEGENDS,,NEW Ultimate Savior: Castle Wall grants shield regen to allies in impact radius Regen effect lasts for 15s and damage will pause regen for 2s Won't begin regeneration until revived if downed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,212,li,,LEGENDS,,Regen effect lasts for 15s and damage will pause regen for 2s
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,213,li,,LEGENDS,,Won't begin regeneration until revived if downed
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,214,p,,LEGENDS,,Shockwave: Level 2
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,215,li,,LEGENDS,,Thick Shield: Mobile Shield HP Increased by 250.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,216,p,,LEGENDS,,From the Rift: Level 2
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,217,li,,LEGENDS,,Hero’s Hustle: Increased move speed while reviving.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,218,p,,LEGENDS,,Shockwave: Level 3
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,219,li,,LEGENDS,,Miracle Worker: Revive allies with 75HP regen.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,220,li,,LEGENDS,,Stronghold: Castle Wall HP increased by 250. Extends energized duration to 3min.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,221,p,,LEGENDS,,From the Rift: Level 3
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,222,li,,LEGENDS,,Ultimate Savior: Allies in impact range gain shield regen for 15s.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,223,li,,LEGENDS,,Stronghold: Castle Wall HP increased by 250. Extends energized duration to 3min.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,224,p,,LEGENDS,,"Dev Note: With the new Revive Expert perk and the Mobile Shield simplifying to an invulnerable version, two of Newcastle’s upgrades needed to be replaced. We’ve aimed to tap into the support angle of his kit with both, giving speed to make bigger revive plays and shield healing to encourage Newcastle to leap to his ally’s aid. Additionally, Newcastle’s shields are getting beefed up this season to allow more players to feel safe behind his sources of protection regardless of skill level."
